,Link,Total Values,Total Weights,Time
0,/content/kplib/04AlmostStronglyCorrelated/n00200/R10000/s073.kp,604953,472863,57.24294329
0,/content/kplib/04AlmostStronglyCorrelated/n00500/R10000/s086.kp,1561144,1239016,130.1090515
0,/content/kplib/04AlmostStronglyCorrelated/n01000/R10000/s057.kp,3091308,2469960,250.1056354
0,/content/kplib/05SubsetSum/n00050/R10000/s029.kp,120877,120877,19.0455668
0,/content/kplib/05SubsetSum/n00100/R10000/s050.kp,246266,246266,31.38847637
0,/content/kplib/05SubsetSum/n00200/R10000/s054.kp,481746,481746,55.57082343
0,/content/kplib/05SubsetSum/n00500/R10000/s036.kp,1274469,1274469,127.2642496
0,/content/kplib/05SubsetSum/n01000/R10000/s095.kp,2438033,2438033,243.5355585
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00050/R10000/s041.kp,18125,2401298,19.52717233
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00100/R10000/s016.kp,34448,4902554,32.61873341
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00200/R10000/s037.kp,73528,9904904,57.51612973
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00500/R10000/s050.kp,184343,24712100,130.9063866
0,/content/kplib/06UncorrelatedWithSimilarWeights/n01000/R10000/s035.kp,358449,49524020,249.9657848
0,/content/kplib/07SpannerUncorrelated/n00050/R10000/s049.kp,34230,61342,19.60922122
0,/content/kplib/07SpannerUncorrelated/n00100/R10000/s045.kp,117227,56680,32.6402061
0,/content/kplib/07SpannerUncorrelated/n00200/R10000/s035.kp,338836,394078,57.1373868
0,/content/kplib/07SpannerUncorrelated/n00500/R10000/s015.kp,759612,581213,126.0594208
0,/content/kplib/07SpannerUncorrelated/n01000/R10000/s063.kp,939572,1688882,251.8775494
0,/content/kplib/08SpannerWeaklyCorrelated/n00050/R10000/s085.kp,122844,48633,18.99194574
0,/content/kplib/08SpannerWeaklyCorrelated/n00100/R10000/s081.kp,202120,114080,32.47632098
0,/content/kplib/08SpannerWeaklyCorrelated/n00200/R10000/s050.kp,354920,173906,56.847229
0,/content/kplib/08SpannerWeaklyCorrelated/n00500/R10000/s088.kp,1462222,369074,130.8908753
0,/content/kplib/08SpannerWeaklyCorrelated/n01000/R10000/s041.kp,3181944,756990,251.0391932
0,/content/kplib/09SpannerStronglyCorrelated/n00050/R10000/s058.kp,204419,45419,19.8037982
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417611,44611,32.76138401
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,669760,79760,57.28307199
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2347012,463012,129.2465787
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4963381,794381,247.4172511
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,204155,133155,20.13312411
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,388407,242407,32.97348142
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,781919,482919,57.55487514
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1940487,1234487,130.588933
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3913911,2469911,252.9944975
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113853,113868,19.05993772
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253629,253671,32.25674748
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502332,502414,55.76569581
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238841,1239064,126.9775214
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2422998,2423458,243.502645
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430570,126465,19.33048987
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865234,222990,32.36392164
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653822,519834,55.88838625
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646678,1239764,129.3342195
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004143,2505191,248.6523254
