,Link,Total Values,Total Weights,Time
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417611,44611,7.54044652
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,678748,79748,13.40510249
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2327945,462945,30.39017892
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4637476,794476,58.96749496
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,206082,133082,4.498068571
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,393295,242295,7.458542824
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,792728,482728,13.23569751
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1966483,1234483,30.59286451
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3859688,2469688,59.31886101
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113853,113867,4.287345886
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253635,253671,7.182294369
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502344,502414,12.85654855
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238889,1239065,29.93461728
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2423085,2423457,57.93381834
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430571,126465,4.313840628
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865237,222990,7.227139235
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653824,519834,12.92969537
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646694,1239764,30.08064175
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004156,2505191,58.29619789
