,Link,Total Values,Total Weights,Time
0,/content/kplib/00Uncorrelated/n00050/R10000/s052.kp,197862,130972,47.94365263
0,/content/kplib/00Uncorrelated/n00100/R10000/s005.kp,420883,284127,82.3885684
0,/content/kplib/00Uncorrelated/n00200/R10000/s062.kp,801944,467609,142.8991637
0,/content/kplib/00Uncorrelated/n00500/R10000/s023.kp,1972975,1202945,320.6173198
0,/content/kplib/00Uncorrelated/n01000/R10000/s062.kp,3994218,2499071,618.6630881
0,/content/kplib/01WeaklyCorrelated/n00050/R10000/s078.kp,129807,120392,46.30118418
0,/content/kplib/01WeaklyCorrelated/n00100/R10000/s076.kp,265286,242319,82.07240725
0,/content/kplib/01WeaklyCorrelated/n00200/R10000/s088.kp,546613,495617,142.9395392
0,/content/kplib/01WeaklyCorrelated/n00500/R10000/s074.kp,1400770,1296598,316.3225787
0,/content/kplib/01WeaklyCorrelated/n01000/R10000/s000.kp,2685691,2457453,618.3184471
0,/content/kplib/02StronglyCorrelated/n00050/R10000/s035.kp,163607,129607,47.52102327
0,/content/kplib/02StronglyCorrelated/n00100/R10000/s037.kp,308093,242093,81.05348086
0,/content/kplib/02StronglyCorrelated/n00200/R10000/s043.kp,635849,502849,144.3768492
0,/content/kplib/02StronglyCorrelated/n00500/R10000/s031.kp,1553716,1225716,322.687206
0,/content/kplib/02StronglyCorrelated/n01000/R10000/s098.kp,3091017,2439017,620.2095511
0,/content/kplib/03InverseStronglyCorrelated/n00050/R10000/s019.kp,123653,139653,46.52257752
0,/content/kplib/03InverseStronglyCorrelated/n00100/R10000/s095.kp,263688,299688,82.42633033
0,/content/kplib/03InverseStronglyCorrelated/n00200/R10000/s044.kp,498332,569332,140.9323089
0,/content/kplib/03InverseStronglyCorrelated/n00500/R10000/s085.kp,1277930,1456930,318.0900283
0,/content/kplib/03InverseStronglyCorrelated/n01000/R10000/s075.kp,2636760,2983760,602.6902099
0,/content/kplib/04AlmostStronglyCorrelated/n00050/R10000/s067.kp,151679,116569,47.55995059
0,/content/kplib/04AlmostStronglyCorrelated/n00100/R10000/s080.kp,308019,239807,81.25516105
0,/content/kplib/04AlmostStronglyCorrelated/n00200/R10000/s073.kp,603075,472951,140.0716822
0,/content/kplib/04AlmostStronglyCorrelated/n00500/R10000/s086.kp,1566965,1239019,316.1669323
0,/content/kplib/04AlmostStronglyCorrelated/n01000/R10000/s057.kp,3107182,2469964,605.0780005
0,/content/kplib/05SubsetSum/n00050/R10000/s029.kp,120877,120877,44.17027378
0,/content/kplib/05SubsetSum/n00100/R10000/s050.kp,246266,246266,78.2374804
0,/content/kplib/05SubsetSum/n00200/R10000/s054.kp,481746,481746,138.7892559
0,/content/kplib/05SubsetSum/n00500/R10000/s036.kp,1274469,1274469,308.5500951
0,/content/kplib/05SubsetSum/n01000/R10000/s095.kp,2438033,2438033,587.3633659
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00050/R10000/s041.kp,18125,2401298,45.46996021
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00100/R10000/s016.kp,34448,4902554,81.11741066
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00200/R10000/s037.kp,73532,9904959,140.9746072
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00500/R10000/s050.kp,184395,24712137,318.482167
0,/content/kplib/06UncorrelatedWithSimilarWeights/n01000/R10000/s035.kp,361711,49523901,603.7825441
0,/content/kplib/07SpannerUncorrelated/n00050/R10000/s049.kp,34185,61325,45.95265055
0,/content/kplib/07SpannerUncorrelated/n00100/R10000/s045.kp,117227,56680,80.69048333
0,/content/kplib/07SpannerUncorrelated/n00200/R10000/s035.kp,335200,394300,139.1948435
0,/content/kplib/07SpannerUncorrelated/n00500/R10000/s015.kp,759612,581213,304.8545969
0,/content/kplib/07SpannerUncorrelated/n01000/R10000/s063.kp,949094,1688230,605.8356519
