,Link,Total Values,Total Weights,Time
0,/content/kplib/07SpannerUncorrelated/n00500/R10000/s015.kp,750485,581290,30.10398698
0,/content/kplib/07SpannerUncorrelated/n01000/R10000/s063.kp,927977,1689002,59.85790277
0,/content/kplib/08SpannerWeaklyCorrelated/n00050/R10000/s085.kp,122844,48633,4.097423792
0,/content/kplib/08SpannerWeaklyCorrelated/n00100/R10000/s081.kp,201848,114032,7.868373871
0,/content/kplib/08SpannerWeaklyCorrelated/n00200/R10000/s050.kp,340852,173944,13.21255636
0,/content/kplib/08SpannerWeaklyCorrelated/n00500/R10000/s088.kp,1444212,369234,30.97207284
0,/content/kplib/08SpannerWeaklyCorrelated/n01000/R10000/s041.kp,2851283,756997,59.87684941
0,/content/kplib/09SpannerStronglyCorrelated/n00050/R10000/s058.kp,204419,45419,4.287398338
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417490,44490,7.762261868
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,660732,79732,13.56265712
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2338295,463295,30.64664745
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4752770,794770,58.98560309
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,204747,132747,4.277158737
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,387316,242316,7.925672054
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,774837,482837,13.47397757
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1948464,1234464,30.96299124
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3763621,2469621,59.34650421
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113844,113866,4.077107906
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253629,253672,7.655418873
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502320,502410,12.94882417
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238853,1239065,30.03406501
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2422989,2423458,57.50477862
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430502,126464,4.160419464
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865234,222990,7.752360821
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653755,519833,13.40251303
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646678,1239764,30.20060182
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004138,2505191,58.43747401
