,Link,Total Values,Total Weights,Time
0,/content/kplib/00Uncorrelated/n00050/R10000/s052.kp,197862,130972,19.47519016
0,/content/kplib/00Uncorrelated/n00100/R10000/s005.kp,421708,282894,31.52372932
0,/content/kplib/00Uncorrelated/n00200/R10000/s062.kp,793003,468253,55.66884232
0,/content/kplib/00Uncorrelated/n00500/R10000/s023.kp,2004744,1202733,132.5657086
0,/content/kplib/00Uncorrelated/n01000/R10000/s062.kp,3948902,2498575,257.0179813
0,/content/kplib/01WeaklyCorrelated/n00050/R10000/s078.kp,132050,120215,19.97792912
0,/content/kplib/01WeaklyCorrelated/n00100/R10000/s076.kp,264676,242358,33.22076035
0,/content/kplib/01WeaklyCorrelated/n00200/R10000/s088.kp,544284,495473,57.52461147
0,/content/kplib/01WeaklyCorrelated/n00500/R10000/s074.kp,1406575,1296582,131.8647711
0,/content/kplib/01WeaklyCorrelated/n01000/R10000/s000.kp,2673813,2457382,256.4776759
0,/content/kplib/02StronglyCorrelated/n00050/R10000/s035.kp,162632,129632,19.69772696
0,/content/kplib/02StronglyCorrelated/n00100/R10000/s037.kp,310081,242081,32.05689478
0,/content/kplib/02StronglyCorrelated/n00200/R10000/s043.kp,634852,502852,57.57475162
0,/content/kplib/02StronglyCorrelated/n00500/R10000/s031.kp,1555710,1225710,134.7400203
0,/content/kplib/02StronglyCorrelated/n01000/R10000/s098.kp,3077961,2438961,255.5678866
0,/content/kplib/03InverseStronglyCorrelated/n00050/R10000/s019.kp,122725,139725,19.11234546
0,/content/kplib/03InverseStronglyCorrelated/n00100/R10000/s095.kp,265687,299687,32.46456814
0,/content/kplib/03InverseStronglyCorrelated/n00200/R10000/s044.kp,502589,568589,56.89277077
0,/content/kplib/03InverseStronglyCorrelated/n00500/R10000/s085.kp,1271926,1456926,126.6670072
0,/content/kplib/03InverseStronglyCorrelated/n01000/R10000/s075.kp,2628788,2983788,247.5526364
0,/content/kplib/04AlmostStronglyCorrelated/n00050/R10000/s067.kp,152713,116577,19.74808455
0,/content/kplib/04AlmostStronglyCorrelated/n00100/R10000/s080.kp,308975,239810,32.87367058
0,/content/kplib/04AlmostStronglyCorrelated/n00200/R10000/s073.kp,608027,472953,57.27901006
0,/content/kplib/04AlmostStronglyCorrelated/n00500/R10000/s086.kp,1565115,1238996,131.4479985
0,/content/kplib/04AlmostStronglyCorrelated/n01000/R10000/s057.kp,3098268,2469960,254.5710974
0,/content/kplib/05SubsetSum/n00050/R10000/s029.kp,120877,120877,19.22941113
0,/content/kplib/05SubsetSum/n00100/R10000/s050.kp,246266,246266,30.61084318
0,/content/kplib/05SubsetSum/n00200/R10000/s054.kp,481746,481746,54.56662059
0,/content/kplib/05SubsetSum/n00500/R10000/s036.kp,1274469,1274469,127.5723448
0,/content/kplib/05SubsetSum/n01000/R10000/s095.kp,2438033,2438033,245.8987188
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00050/R10000/s041.kp,18125,2401298,19.28714108
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00100/R10000/s016.kp,34448,4902554,32.48232365
