,Link,Total Values,Total Weights,Time
0,/content/kplib/06UncorrelatedWithSimilarWeights/n00500/R10000/s050.kp,178477,24711894,125.9507971
0,/content/kplib/06UncorrelatedWithSimilarWeights/n01000/R10000/s035.kp,332221,49524077,244.6821768
0,/content/kplib/07SpannerUncorrelated/n00050/R10000/s049.kp,34230,61342,18.3258934
0,/content/kplib/07SpannerUncorrelated/n00100/R10000/s045.kp,117227,56680,30.85824132
0,/content/kplib/07SpannerUncorrelated/n00200/R10000/s035.kp,341390,394395,54.66026378
0,/content/kplib/07SpannerUncorrelated/n00500/R10000/s015.kp,761276,581264,122.7105649
0,/content/kplib/07SpannerUncorrelated/n01000/R10000/s063.kp,953233,1688962,246.2362599
0,/content/kplib/08SpannerWeaklyCorrelated/n00050/R10000/s085.kp,122844,48633,18.38496518
0,/content/kplib/08SpannerWeaklyCorrelated/n00100/R10000/s081.kp,202120,114080,30.39401555
0,/content/kplib/08SpannerWeaklyCorrelated/n00200/R10000/s050.kp,356510,174020,53.59936523
0,/content/kplib/08SpannerWeaklyCorrelated/n00500/R10000/s088.kp,1463434,369212,126.0023444
0,/content/kplib/08SpannerWeaklyCorrelated/n01000/R10000/s041.kp,3013194,756954,245.518682
0,/content/kplib/09SpannerStronglyCorrelated/n00050/R10000/s058.kp,204419,45419,18.83127975
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417611,44611,30.76348901
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,679760,79760,54.55479383
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2344942,462942,125.2493062
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4780539,791539,243.9087374
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,205973,132973,18.82006574
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,393429,242429,30.73478198
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,796828,482828,54.48369622
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1986419,1234419,125.8486242
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3900651,2469651,245.8134482
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113856,113868,17.83758259
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253641,253672,29.66670704
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502344,502415,52.43565989
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238898,1239064,122.2977133
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2423100,2423457,238.8193216
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430571,126465,18.32403016
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865238,222990,29.76439881
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653824,519834,52.55157757
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646692,1239764,123.4844322
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004152,2505191,241.0264394
