,Link,Total Values,Total Weights,Time
0,/content/kplib/09SpannerStronglyCorrelated/n00100/R10000/s004.kp,417611,44611,30.9577198
0,/content/kplib/09SpannerStronglyCorrelated/n00200/R10000/s087.kp,679760,79760,54.49163938
0,/content/kplib/09SpannerStronglyCorrelated/n00500/R10000/s043.kp,2347012,463012,124.2622304
0,/content/kplib/09SpannerStronglyCorrelated/n01000/R10000/s042.kp,4963381,794381,238.9122713
0,/content/kplib/10MultipleStronglyCorrelated/n00050/R10000/s006.kp,205155,133155,18.55595469
0,/content/kplib/10MultipleStronglyCorrelated/n00100/R10000/s076.kp,393414,242414,31.03329444
0,/content/kplib/10MultipleStronglyCorrelated/n00200/R10000/s032.kp,794903,482903,55.56544662
0,/content/kplib/10MultipleStronglyCorrelated/n00500/R10000/s033.kp,1983911,1233911,126.5763168
0,/content/kplib/10MultipleStronglyCorrelated/n01000/R10000/s057.kp,3957955,2469955,244.1637592
0,/content/kplib/11ProfitCeiling/n00050/R10000/s052.kp,113856,113867,17.4177568
0,/content/kplib/11ProfitCeiling/n00100/R10000/s001.kp,253635,253672,28.53430891
0,/content/kplib/11ProfitCeiling/n00200/R10000/s055.kp,502344,502415,50.51548219
0,/content/kplib/11ProfitCeiling/n00500/R10000/s052.kp,1238943,1239065,122.1770475
0,/content/kplib/11ProfitCeiling/n01000/R10000/s044.kp,2423154,2423458,235.2864771
0,/content/kplib/12Circle/n00050/R10000/s011.kp,8430570,126465,17.64849639
0,/content/kplib/12Circle/n00100/R10000/s009.kp,14865237,222990,29.17111564
0,/content/kplib/12Circle/n00200/R10000/s083.kp,34653825,519834,51.44904137
0,/content/kplib/12Circle/n00500/R10000/s014.kp,82646696,1239764,119.4580286
0,/content/kplib/12Circle/n01000/R10000/s068.kp,167004173,2505191,232.1137316
